record_id,gender,gaming_platform,age_group,game_genre,primary_game,daily_gaming_hours,sleep_status,sleep_hours,sleep_disruption_frequency,mood_swing_frequency,gaming_addiction_risk_level,academic_work_performance,grades_gpa,work_productivity_score,exercise_hours_weekly,social_isolation_score,eye_strain,back_neck_pain,monthly_game_spending_usd
GD0331,Female,PC,25-30,Strategy,"Age of Empires",0.6,Good,7.1,Never,Rarely,Low,"Below Average",,9,8,1,FALSE,FALSE,43.71
GD0332,Female,Mobile,19-24,"Mobile Games","PUBG Mobile",4.4,Fair,6.2,Often,Often,Low,"Below Average",1.76,3,6.2,2,FALSE,FALSE,40.73
GD0333,Male,Multi-platform,13-18,"Battle Royale",Warzone,6.6,Poor,5,Never,Rarely,High,Failing,3.68,,7.4,5,TRUE,FALSE,31.87
GD0334,Male,Multi-platform,25-30,"Mobile Games","Genshin Impact",0.8,Good,7.9,Rarely,Often,Low,Average,,1,9.9,1,FALSE,FALSE,36.55
GD0335,Female,Multi-platform,13-18,Strategy,"Civilization VI",6.5,Poor,5.3,Never,Rarely,Low,"Below Average",1.71,,7.8,5,TRUE,FALSE,143.92
GD0336,Male,Multi-platform,25-30,RPG,"Elden Ring",10.4,Poor,4.2,Always,Never,High,Poor,,2,6.5,7,TRUE,FALSE,65.47
GD0337,Male,Multi-platform,13-18,"Battle Royale",PUBG,3.2,Good,8.2,Never,Never,Low,Average,2.45,,10.2,1,FALSE,FALSE,34.09
GD0338,Female,PC,19-24,Strategy,"StarCraft II",7,"Very Poor",3.3,Often,Never,Moderate,Poor,,4,6.1,5,TRUE,TRUE,134.49
GD0339,Male,Multi-platform,19-24,RPG,Skyrim,2.6,Good,8.7,Often,Rarely,Low,Good,2.62,7,6.6,2,FALSE,FALSE,27.14
GD0340,Male,Multi-platform,31+,RPG,"Elden Ring",7.4,Poor,4.7,Never,Often,Moderate,Poor,,3,7.3,5,TRUE,FALSE,110.37
GD0341,Male,Multi-platform,19-24,"Battle Royale","Apex Legends",4,Fair,6.7,Rarely,Daily,Low,Poor,,5,9.1,3,FALSE,FALSE,1.34
GD0342,Male,Multi-platform,31+,MMO,"Elder Scrolls Online",4.3,Poor,5.5,Often,Rarely,Low,Average,,10,6.1,3,FALSE,FALSE,2.87
GD0343,Male,Multi-platform,25-30,"Battle Royale",Fortnite,10.7,Fair,5.6,Sometimes,Sometimes,Severe,Failing,,7,4.3,7,FALSE,FALSE,129.73
GD0344,Male,Multi-platform,19-24,FPS,"Call of Duty",5.3,Fair,6.1,Often,Never,Low,Poor,1.18,10,6.3,5,TRUE,FALSE,116.49
GD0345,Female,Multi-platform,25-30,RPG,"Elden Ring",0.6,Good,9,Rarely,Sometimes,Low,Excellent,,10,9.1,1,FALSE,FALSE,36.67
GD0346,Male,PC,25-30,FPS,Valorant,5.1,Fair,6,Sometimes,Often,Low,"Below Average",,7,9,3,TRUE,FALSE,76.51
GD0347,Male,Multi-platform,13-18,Strategy,"Civilization VI",4.2,Fair,6.2,Sometimes,Sometimes,Low,Average,3.36,,6.7,3,FALSE,FALSE,10.39
GD0348,Female,Multi-platform,13-18,Strategy,"Civilization VI",10.6,"Very Poor",3.6,Rarely,Sometimes,Moderate,Poor,2.62,,3.6,6,TRUE,FALSE,53.97
GD0349,Female,PC,19-24,FPS,CS:GO,4.4,Fair,7,Always,Never,Low,"Below Average",,9,9.6,3,FALSE,FALSE,22.6
GD0350,Male,PC,19-24,Strategy,"Age of Empires",5.8,Fair,6.8,Rarely,Daily,Moderate,Average,3.2,2,7.2,4,TRUE,FALSE,131.01
GD0351,Male,Multi-platform,25-30,"Battle Royale",Fortnite,8.7,Poor,4.6,Sometimes,Never,Severe,"Below Average",,5,4.5,5,FALSE,TRUE,189.93
GD0352,Male,Mobile,13-18,"Mobile Games","Candy Crush",4.7,Fair,5.9,Often,Sometimes,Low,Average,1.47,,8.8,3,FALSE,FALSE,21.16
GD0353,Male,Multi-platform,19-24,FPS,Overwatch,2.1,Good,7.8,Rarely,Sometimes,Low,"Below Average",2.47,9,8.8,1,FALSE,FALSE,14.14
GD0354,Female,Multi-platform,19-24,MMO,"Final Fantasy XIV",6.3,Fair,6.6,Rarely,Rarely,Moderate,Average,3.3,3,8.5,3,TRUE,FALSE,12.48
GD0355,Male,Multi-platform,13-18,"Battle Royale","Apex Legends",6.2,Fair,6.6,Rarely,Often,Low,Good,1.34,,6.5,3,TRUE,FALSE,132.44
GD0356,Female,Multi-platform,19-24,"Battle Royale",PUBG,5,Poor,5.4,Rarely,Often,Low,Average,2.59,9,8.4,2,TRUE,FALSE,36.55
GD0357,Male,PC,19-24,MOBA,"Dota 2",5.5,Poor,5.2,Rarely,Sometimes,Moderate,Average,3.78,7,7.4,4,TRUE,TRUE,100.99
GD0358,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",1.7,Good,7.9,Often,Sometimes,Low,Excellent,1.28,4,9.3,1,FALSE,FALSE,11.94
GD0359,Female,PC,19-24,MMO,"World of Warcraft",4.6,Fair,5.9,Never,Sometimes,Low,Failing,,2,7.2,5,TRUE,FALSE,90.9
GD0360,Male,Multi-platform,13-18,RPG,"Cyberpunk 2077",6.5,"Very Poor",3.2,Rarely,Rarely,Moderate,Failing,2.7,,7.6,4,FALSE,FALSE,90.46
GD0361,Male,PC,19-24,MOBA,"Dota 2",6.6,Fair,5.8,Sometimes,Rarely,Moderate,Average,3.91,3,8.3,4,TRUE,TRUE,111.93
GD0362,Male,PC,19-24,MOBA,"League of Legends",6.6,"Very Poor",3.9,Never,Rarely,Moderate,Poor,1.74,9,7.6,5,TRUE,TRUE,22.27
GD0363,Male,PC,25-30,MMO,"World of Warcraft",8.7,"Very Poor",3.1,Often,Sometimes,Severe,Poor,,3,7.2,7,TRUE,TRUE,423.75
GD0364,Male,Multi-platform,19-24,"Battle Royale",Warzone,5.8,Fair,6.1,Rarely,Often,Low,Average,3.99,9,8.2,4,TRUE,TRUE,50.13
GD0365,Male,PC,13-18,Strategy,"StarCraft II",9.9,Poor,4.7,Never,Sometimes,High,Poor,1.4,,6.4,6,TRUE,TRUE,162.18
GD0366,Male,Multi-platform,13-18,Strategy,"Civilization VI",10.4,"Very Poor",3.1,Often,Daily,High,"Below Average",3.03,,4.9,7,TRUE,TRUE,157.76
GD0367,Female,PC,19-24,FPS,CS:GO,3.9,Fair,6.7,Sometimes,Sometimes,Low,Average,2.05,1,7.6,1,FALSE,FALSE,7.34
GD0368,Female,PC,13-18,MOBA,"Dota 2",9.4,"Very Poor",4,Often,Rarely,Severe,Failing,3.48,,6.2,5,TRUE,TRUE,497.21
GD0369,Male,Multi-platform,19-24,RPG,Skyrim,4.7,Fair,6.3,Never,Sometimes,Low,Average,2.5,3,8.1,2,TRUE,FALSE,123.43
GD0370,Female,Multi-platform,19-24,"Battle Royale",PUBG,8.4,Poor,4.8,Rarely,Often,Moderate,Excellent,3.34,9,7.5,4,TRUE,FALSE,21.6
GD0371,Female,PC,19-24,Strategy,"StarCraft II",2.1,Good,8.5,Never,Daily,Low,Good,1.85,8,9.3,1,FALSE,FALSE,5.6
GD0372,Female,Multi-platform,13-18,"Battle Royale",PUBG,4.1,Fair,6.6,Often,Often,Low,Poor,3.98,,9.6,3,FALSE,FALSE,9.84
GD0373,Male,Mobile,19-24,MOBA,"Mobile Legends",10.9,Poor,4.2,Rarely,Sometimes,Severe,Poor,3.19,4,5.2,7,TRUE,TRUE,259.23
GD0374,Female,Multi-platform,19-24,"Battle Royale",Fortnite,6.8,"Very Poor",3.6,Sometimes,Rarely,High,Poor,1.49,8,4.7,5,TRUE,FALSE,113.4
GD0375,Male,PC,13-18,Strategy,"StarCraft II",2.9,Good,8.5,Never,Never,Low,Good,3.68,,9,2,FALSE,FALSE,34.24
GD0376,Male,Mobile,19-24,"Mobile Games","Candy Crush",7.4,Poor,4.3,Often,Rarely,Moderate,"Below Average",,8,5.9,2,FALSE,TRUE,65.5
GD0377,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",6.4,Fair,6.5,Often,Rarely,Moderate,Excellent,3.49,2,7.2,3,FALSE,TRUE,138.19
GD0378,Male,Multi-platform,13-18,RPG,"Elden Ring",6.4,Fair,6,Always,Often,Low,Average,2.09,,8.1,3,FALSE,FALSE,122.38
GD0379,Female,Multi-platform,19-24,RPG,Skyrim,5.9,Fair,6.3,Rarely,Daily,Low,Average,3.28,10,8.8,3,FALSE,TRUE,89.49
GD0380,Male,PC,13-18,Strategy,"StarCraft II",6.5,Poor,4.6,Always,Sometimes,Moderate,Failing,3.7,,8,3,TRUE,FALSE,117.74
GD0381,Male,PC,13-18,FPS,CS:GO,5.2,Fair,6.4,Often,Sometimes,Low,Excellent,2.22,,7.8,2,TRUE,FALSE,115.04
GD0382,Female,Multi-platform,13-18,"Battle Royale",Warzone,8.9,Poor,5.2,Always,Daily,Severe,"Below Average",2.43,,4.7,5,TRUE,FALSE,206.91
GD0383,Male,PC,13-18,Strategy,"Age of Empires",7.1,Poor,4.3,Often,Daily,Moderate,"Below Average",3.79,,8.1,5,TRUE,TRUE,70.71
GD0384,Female,Mobile,19-24,"Mobile Games","PUBG Mobile",6.1,Fair,5.6,Always,Daily,Moderate,Good,2.35,8,8.2,4,FALSE,TRUE,143.21
GD0385,Male,PC,13-18,MMO,"World of Warcraft",4.5,Poor,5,Always,Often,Low,Average,2.29,,9.5,1,FALSE,FALSE,2.07
GD0386,Female,Mobile,19-24,"Mobile Games","Clash of Clans",6.6,"Very Poor",4,Never,Daily,High,Failing,3.2,6,8.1,5,FALSE,TRUE,68.84
GD0387,Female,Multi-platform,19-24,"Battle Royale","Apex Legends",6.8,Poor,5,Rarely,Rarely,High,Failing,1.87,7,5.2,4,FALSE,TRUE,20.72
GD0388,Male,PC,13-18,MOBA,"Dota 2",5.2,Fair,5.7,Never,Sometimes,Low,Good,3.09,,7.6,4,FALSE,FALSE,67.5
GD0389,Female,PC,19-24,MOBA,"Dota 2",5.2,Poor,5.1,Often,Sometimes,Low,Failing,1.45,6,6.9,2,TRUE,FALSE,148.41
GD0390,Female,PC,19-24,FPS,CS:GO,3.8,Fair,6,Sometimes,Rarely,Low,"Below Average",3.83,4,6.7,1,FALSE,FALSE,48.79
GD0391,Female,PC,13-18,Strategy,"StarCraft II",5.8,Fair,5.9,Often,Sometimes,Low,Average,2.4,,8.5,5,FALSE,TRUE,86.15
GD0392,Male,Mobile,25-30,MOBA,"Mobile Legends",7.4,Poor,4.1,Sometimes,Daily,High,"Below Average",,7,8.4,3,TRUE,TRUE,61.67
GD0393,Male,Multi-platform,19-24,FPS,Overwatch,9.3,"Very Poor",3,Always,Sometimes,Moderate,Poor,1.42,8,7.2,5,TRUE,TRUE,232.19
GD0394,Female,Multi-platform,19-24,"Battle Royale",PUBG,5.9,Fair,6.4,Rarely,Often,Moderate,"Below Average",2.47,7,5.3,5,TRUE,FALSE,120.38
GD0395,Female,Mobile,25-30,"Mobile Games","Clash of Clans",13.9,Poor,4.5,Often,Sometimes,Severe,Poor,,5,4.9,10,TRUE,FALSE,247.18
GD0396,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",5.8,Fair,5.7,Always,Sometimes,Moderate,Average,2.61,5,6.5,4,TRUE,TRUE,96.56
GD0397,Male,PC,13-18,MMO,"World of Warcraft",6.4,Poor,5.5,Sometimes,Often,Moderate,Average,3.75,,5.3,4,FALSE,TRUE,65.67
GD0398,Male,PC,19-24,Strategy,"StarCraft II",12.6,Fair,5.7,Rarely,Rarely,High,"Below Average",3.67,1,4.1,9,TRUE,TRUE,242.51
GD0399,Male,PC,19-24,Strategy,"StarCraft II",8.9,"Very Poor",3.5,Always,Never,High,Poor,,1,6.7,5,FALSE,TRUE,277.78
GD0400,Female,Multi-platform,25-30,Strategy,"Civilization VI",8.2,"Very Poor",3.9,Often,Rarely,Moderate,Average,,1,5.2,5,FALSE,TRUE,44.07
GD0401,Male,PC,19-24,MOBA,"League of Legends",7.7,Poor,4.7,Always,Often,High,Failing,2.46,7,4.9,3,TRUE,FALSE,65.22
GD0402,Female,PC,19-24,MOBA,"Dota 2",1.2,Good,7.2,Never,Rarely,Low,Excellent,3.52,5,11.2,1,FALSE,FALSE,41.12
GD0403,Male,Multi-platform,19-24,Strategy,"Civilization VI",4.6,Fair,5.9,Always,Never,Low,Good,2.32,9,6.3,3,TRUE,FALSE,18.38
GD0404,Male,PC,19-24,MMO,"World of Warcraft",6.4,Fair,6.7,Sometimes,Sometimes,Low,Poor,,4,5.5,3,TRUE,TRUE,22.81
GD0405,Male,Multi-platform,13-18,"Battle Royale",Fortnite,10,"Very Poor",3.8,Often,Rarely,Severe,Average,1.3,,5.7,5,TRUE,TRUE,226.85
GD0406,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",13.3,Poor,5,Never,Daily,High,Poor,1.11,2,3.8,8,TRUE,TRUE,434.02
GD0407,Male,Multi-platform,13-18,RPG,"Elden Ring",10.4,Poor,4.7,Often,Never,Severe,"Below Average",3.15,,6,8,TRUE,TRUE,246.69
GD0408,Female,PC,31+,MOBA,"League of Legends",3.6,Fair,6.3,Rarely,Never,Low,Average,,2,8.2,1,FALSE,FALSE,23.15
GD0409,Female,Multi-platform,13-18,"Battle Royale",PUBG,1.6,Good,8.3,Rarely,Daily,Low,Excellent,1.48,,7.1,1,FALSE,FALSE,7.58
GD0410,Female,Multi-platform,31+,"Battle Royale",Warzone,3.1,Good,7.1,Sometimes,Rarely,Low,Average,,8,7.1,2,FALSE,FALSE,45.22
GD0411,Female,Multi-platform,19-24,RPG,"Cyberpunk 2077",6,Fair,6.4,Rarely,Sometimes,Moderate,Poor,2.99,9,6.1,3,TRUE,FALSE,109.8
GD0412,Female,Multi-platform,25-30,"Battle Royale","Apex Legends",10.3,Poor,4.8,Never,Never,Severe,Average,,3,3.5,6,FALSE,TRUE,348.04
GD0413,Male,Multi-platform,13-18,FPS,"Call of Duty",4.8,Fair,6.8,Sometimes,Daily,Low,"Below Average",2.17,,6.5,5,FALSE,FALSE,101.85
GD0414,Female,PC,19-24,FPS,CS:GO,4.6,Fair,6.5,Never,Often,Low,Average,2.46,1,8.5,5,TRUE,FALSE,83.38
GD0415,Female,Mobile,13-18,"Mobile Games","Clash of Clans",7.3,Fair,5.8,Always,Rarely,Moderate,Good,2.13,,6.6,4,FALSE,TRUE,31.02
GD0416,Male,PC,13-18,FPS,Valorant,7.5,Poor,5,Rarely,Rarely,Moderate,Poor,1.24,,6.9,2,TRUE,FALSE,135.83
GD0417,Male,PC,13-18,MOBA,"League of Legends",6.2,Poor,5.5,Never,Never,Low,"Below Average",1.68,,7.6,4,FALSE,TRUE,145.5
GD0418,Male,PC,13-18,MOBA,"Dota 2",8.3,Poor,5.5,Sometimes,Often,High,Poor,2.24,,6.9,4,TRUE,TRUE,14.14
GD0419,Female,Multi-platform,31+,RPG,"Elden Ring",7.7,"Very Poor",3.4,Rarely,Sometimes,Severe,"Below Average",,8,6.4,5,TRUE,FALSE,38.14
GD0420,Male,PC,13-18,MMO,"World of Warcraft",4,Fair,6.4,Never,Often,Low,Excellent,2.79,,6.5,3,FALSE,FALSE,37.75
GD0421,Male,PC,19-24,Strategy,"Age of Empires",1.3,Good,8.2,Never,Often,Low,Excellent,2.8,2,9.4,1,FALSE,FALSE,18.98
GD0422,Male,Mobile,19-24,"Mobile Games","PUBG Mobile",8.6,Fair,5.7,Never,Never,Severe,Average,,5,7.2,5,TRUE,FALSE,96.61
GD0423,Other,PC,19-24,MMO,"World of Warcraft",5.2,Fair,6.9,Always,Never,Low,"Below Average",1.46,6,7,3,TRUE,FALSE,144.76
GD0424,Female,Mobile,13-18,MOBA,"Mobile Legends",4.7,Fair,5.7,Rarely,Rarely,Low,Poor,1.93,,9.3,3,TRUE,FALSE,36.45
GD0425,Male,Multi-platform,19-24,MMO,"Elder Scrolls Online",7.3,"Very Poor",3.1,Sometimes,Daily,Moderate,Poor,3.71,6,5.5,4,TRUE,FALSE,30.38
GD0426,Female,PC,13-18,MOBA,"League of Legends",10.2,Poor,5.3,Sometimes,Rarely,Severe,Poor,3.91,,3.6,5,FALSE,FALSE,263.64
GD0427,Male,Multi-platform,25-30,FPS,"Call of Duty",4.2,Fair,6.6,Often,Never,Low,Good,,3,8.6,1,FALSE,FALSE,28.17
GD0428,Male,PC,19-24,MOBA,"League of Legends",2.5,Good,7.4,Never,Often,Low,Excellent,1.17,1,10.4,3,FALSE,FALSE,40.43
GD0429,Female,PC,25-30,MMO,"World of Warcraft",5.1,Fair,5.9,Always,Daily,Low,Average,,6,6.9,2,TRUE,FALSE,33.99
GD0430,Male,Multi-platform,25-30,"Mobile Games","Genshin Impact",6,Fair,6.5,Never,Often,Low,"Below Average",,1,6,1,TRUE,FALSE,109.61
GD0431,Male,Multi-platform,19-24,"Mobile Games","Genshin Impact",5,Fair,5.8,Never,Rarely,Low,Average,3.16,4,6,4,FALSE,FALSE,89.73
GD0432,Female,Mobile,19-24,"Mobile Games","Candy Crush",3.9,Poor,5.3,Rarely,Often,Low,Average,3.17,7,7.4,2,FALSE,FALSE,49.48
GD0433,Male,PC,19-24,FPS,CS:GO,4.5,Fair,5.8,Often,Daily,Low,Excellent,3.73,9,7.2,5,TRUE,FALSE,135.01
GD0434,Male,Mobile,13-18,"Mobile Games","Clash of Clans",3.8,Poor,5.2,Often,Daily,Low,Average,3.04,,9.9,2,FALSE,FALSE,21.62
GD0435,Male,Mobile,13-18,"Mobile Games","PUBG Mobile",7.8,Fair,5.7,Never,Often,High,"Below Average",2.53,,6.2,6,TRUE,TRUE,147.2
GD0436,Male,Multi-platform,19-24,FPS,Overwatch,5.3,Fair,6.9,Never,Sometimes,Low,Good,3.49,5,5.6,3,TRUE,FALSE,97.04
GD0437,Male,PC,19-24,MOBA,"League of Legends",4.6,Poor,5.4,Never,Never,Low,Good,,5,9,4,TRUE,FALSE,74.83
GD0438,Male,Multi-platform,19-24,"Battle Royale",PUBG,3.7,Poor,5.3,Always,Sometimes,Low,Average,2.31,9,7.1,1,FALSE,FALSE,13.27
GD0439,Female,Multi-platform,13-18,"Battle Royale",Fortnite,3.9,Fair,6,Never,Daily,Low,Good,1.67,,6.1,2,FALSE,FALSE,34.03
GD0440,Female,PC,31+,FPS,CS:GO,1,Good,7.4,Sometimes,Daily,Low,"Below Average",,9,8,1,FALSE,FALSE,49.46
GD0441,Female,PC,13-18,Strategy,"StarCraft II",4.6,Fair,6.9,Sometimes,Never,Low,Average,1.05,,8.2,2,FALSE,FALSE,100.04
GD0442,Female,Multi-platform,13-18,"Battle Royale",PUBG,5.8,Fair,6.4,Always,Often,Low,Good,3.6,,6.4,4,TRUE,FALSE,87.25
GD0443,Male,Multi-platform,13-18,FPS,"Call of Duty",11.4,Poor,4.8,Sometimes,Daily,High,Failing,2.61,,3.2,6,TRUE,TRUE,237.13
GD0444,Male,Multi-platform,13-18,FPS,Overwatch,2.5,Good,8.4,Rarely,Often,Low,Excellent,2.61,,8.7,1,FALSE,FALSE,14.02
GD0445,Female,Multi-platform,25-30,"Battle Royale",Fortnite,5.2,Fair,6,Always,Never,Low,Excellent,,4,8.1,3,TRUE,FALSE,54.39
GD0446,Male,Multi-platform,13-18,"Mobile Games","Genshin Impact",8.1,Poor,4.2,Always,Daily,High,"Below Average",3.21,,4.8,4,FALSE,FALSE,67.44
GD0447,Female,Multi-platform,13-18,RPG,"Elden Ring",1.6,Fair,7,Often,Often,Low,Average,3.63,,9.5,1,FALSE,FALSE,9.19
GD0448,Female,Multi-platform,19-24,MMO,"Elder Scrolls Online",2.1,Good,8.9,Always,Rarely,Low,Good,1.32,10,7.6,2,FALSE,FALSE,33.11
GD0449,Male,PC,19-24,Strategy,"Age of Empires",9.1,Poor,5.3,Never,Daily,Severe,Poor,1.88,4,3.8,4,TRUE,TRUE,493.27
GD0450,Female,Mobile,19-24,MOBA,"Mobile Legends",4.1,Fair,6.9,Always,Often,Low,Excellent,2.52,4,8.5,2,FALSE,FALSE,38.82
GD0451,Female,Multi-platform,13-18,MMO,"Final Fantasy XIV",9.5,"Very Poor",3.8,Rarely,Rarely,Severe,"Below Average",3.53,,3.7,5,TRUE,TRUE,229.59
GD0452,Male,PC,19-24,Strategy,"Age of Empires",5,Fair,6.6,Rarely,Never,Low,Good,1.65,8,8.8,3,FALSE,FALSE,25.71
GD0453,Male,PC,13-18,MOBA,"League of Legends",3.7,Fair,6.6,Rarely,Often,Low,Good,1.51,,7.1,2,FALSE,FALSE,19.24
GD0454,Female,Mobile,19-24,"Mobile Games","Clash of Clans",6.2,Poor,5.3,Often,Sometimes,Moderate,Good,1.95,10,8.4,4,TRUE,TRUE,47.33
GD0455,Male,Multi-platform,25-30,RPG,"Elden Ring",5.4,Fair,5.7,Rarely,Often,Low,Average,,2,9.1,3,FALSE,FALSE,118.39
GD0456,Male,PC,13-18,MOBA,"Dota 2",6.8,Poor,4.5,Often,Often,Low,Poor,1.93,,6.3,4,TRUE,FALSE,25.24
GD0457,Male,PC,19-24,Strategy,"Age of Empires",4.1,Poor,5.3,Rarely,Daily,Low,Average,1.04,2,7.2,1,FALSE,FALSE,39.06
GD0458,Male,Mobile,25-30,"Mobile Games","PUBG Mobile",5.9,Poor,5.3,Always,Never,Low,Average,,1,6.1,4,TRUE,FALSE,32.6
GD0459,Male,Multi-platform,13-18,"Battle Royale",Fortnite,8.5,"Very Poor",3.3,Never,Sometimes,Moderate,Average,1.52,,5.8,5,TRUE,TRUE,97.89
GD0460,Male,Multi-platform,19-24,RPG,"Elden Ring",7.7,"Very Poor",3.3,Often,Often,High,"Below Average",2.28,9,4.4,5,TRUE,TRUE,93.4
GD0461,Male,Multi-platform,13-18,RPG,"Elden Ring",6,Fair,6.6,Rarely,Sometimes,Low,Average,3.61,,6,3,TRUE,TRUE,35.94
GD0462,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",5.5,Poor,5.5,Always,Sometimes,Moderate,Poor,1.07,3,6.7,3,TRUE,FALSE,96.1
GD0463,Female,PC,19-24,MMO,"World of Warcraft",6,Poor,5.3,Never,Never,Moderate,Good,1.82,1,7.3,5,TRUE,FALSE,27.43
GD0464,Female,Mobile,25-30,MOBA,"Mobile Legends",12.5,"Very Poor",3.5,Never,Daily,High,Failing,,6,3.8,10,TRUE,FALSE,120.1
GD0465,Female,Multi-platform,13-18,MMO,"Elder Scrolls Online",11.7,Poor,4.3,Sometimes,Never,Severe,Failing,3.22,,2.5,7,TRUE,TRUE,339.9
GD0466,Male,PC,13-18,Strategy,"StarCraft II",5.7,Fair,6.9,Always,Sometimes,Moderate,"Below Average",1.87,,7.1,4,TRUE,TRUE,30.5
GD0467,Female,PC,13-18,MOBA,"Dota 2",6,Poor,5.2,Sometimes,Daily,Moderate,Average,1.28,,5.5,2,TRUE,TRUE,32.23
GD0468,Male,Mobile,13-18,MOBA,"Mobile Legends",2.9,Good,8.8,Sometimes,Daily,Low,Good,3.59,,8.9,1,FALSE,FALSE,36.59
GD0469,Male,Mobile,13-18,"Mobile Games","Candy Crush",9.7,"Very Poor",3.6,Rarely,Sometimes,Moderate,Poor,3.53,,5.4,6,TRUE,TRUE,302.88
GD0470,Male,Multi-platform,13-18,RPG,"Elden Ring",1.9,Good,7.5,Rarely,Sometimes,Low,Excellent,3.01,,7,1,FALSE,FALSE,28.1
GD0471,Female,Multi-platform,25-30,MMO,"Final Fantasy XIV",0.7,Good,8.4,Always,Daily,Low,Good,,10,8.3,1,FALSE,FALSE,16.4
GD0472,Male,Multi-platform,13-18,"Battle Royale",Warzone,5.5,Poor,5.4,Rarely,Never,Moderate,Average,2.44,,7,4,TRUE,FALSE,57.54
GD0473,Male,Multi-platform,25-30,RPG,"Cyberpunk 2077",1,Good,8.9,Sometimes,Never,Low,Good,,8,8.3,1,FALSE,FALSE,1.31
GD0474,Male,PC,19-24,MOBA,"Dota 2",9.3,Poor,5.3,Always,Often,Severe,Poor,1.8,10,5.9,6,TRUE,FALSE,323.47
GD0475,Male,Multi-platform,25-30,MMO,"Elder Scrolls Online",11.6,Poor,4.5,Sometimes,Daily,Severe,Average,,3,2.6,7,TRUE,FALSE,317.18
GD0476,Female,PC,19-24,MOBA,"Dota 2",4.8,Poor,5.1,Sometimes,Daily,Low,Good,1.4,4,9,3,TRUE,FALSE,46.29
GD0477,Male,Multi-platform,25-30,MMO,"Elder Scrolls Online",1.1,Good,8,Never,Sometimes,Low,Excellent,,6,7.7,1,FALSE,FALSE,47.51
GD0478,Male,PC,19-24,MMO,"World of Warcraft",4,Fair,6.7,Sometimes,Daily,Low,Average,2.89,10,7,2,FALSE,FALSE,8.23
GD0479,Male,PC,19-24,FPS,Valorant,4,Fair,5.6,Never,Sometimes,Low,Good,,5,7.1,2,FALSE,FALSE,41.19
GD0480,Female,PC,13-18,MOBA,"League of Legends",7.3,"Very Poor",3.4,Never,Rarely,High,Average,3.36,,5.5,2,TRUE,TRUE,95.15
GD0481,Female,Multi-platform,19-24,RPG,Skyrim,9.9,"Very Poor",3.7,Sometimes,Sometimes,Severe,"Below Average",1.67,6,4.6,6,TRUE,TRUE,426.59
GD0482,Male,Mobile,19-24,MOBA,"Mobile Legends",2.1,Good,9,Often,Sometimes,Low,Good,,10,7.4,1,FALSE,FALSE,48.98
GD0483,Male,Multi-platform,19-24,RPG,"Cyberpunk 2077",1.8,Good,7.5,Never,Often,Low,Good,3.3,10,9.4,1,FALSE,FALSE,15.91
GD0484,Male,Multi-platform,19-24,FPS,"Call of Duty",8.1,Poor,5.5,Never,Never,Moderate,"Below Average",3.18,4,4.8,5,TRUE,TRUE,121.33
GD0485,Male,Multi-platform,13-18,"Battle Royale",Fortnite,11.2,"Very Poor",3.9,Never,Never,Severe,"Below Average",3.62,,3.6,6,TRUE,TRUE,352.98
GD0486,Male,Multi-platform,19-24,MMO,"Final Fantasy XIV",11.6,Poor,5.4,Always,Never,High,Poor,2.57,3,3.8,10,FALSE,FALSE,426.48
GD0487,Male,Multi-platform,25-30,Strategy,"Civilization VI",12.4,Poor,5.3,Rarely,Sometimes,Severe,Average,,4,4.7,9,FALSE,TRUE,238.32
GD0488,Female,Multi-platform,13-18,MMO,"Final Fantasy XIV",3.9,Poor,5.2,Rarely,Never,Low,Good,3.55,,9.3,5,FALSE,FALSE,38.56
GD0489,Female,Multi-platform,13-18,"Battle Royale",PUBG,5.5,Fair,6.6,Never,Daily,Moderate,Average,3.16,,7.3,3,TRUE,TRUE,128.87
GD0490,Male,Multi-platform,25-30,"Battle Royale",Fortnite,0.9,Good,8.4,Rarely,Often,Low,Average,,2,7.9,1,FALSE,FALSE,7.57
GD0491,Female,Multi-platform,19-24,"Battle Royale",Fortnite,5.7,Poor,5.5,Always,Rarely,Low,Good,1.53,5,5.4,5,FALSE,TRUE,75.19
GD0492,Male,Multi-platform,19-24,"Battle Royale",Fortnite,14.1,"Very Poor",3.9,Often,Often,Severe,"Below Average",,2,4.8,10,TRUE,TRUE,394.74
GD0493,Female,PC,19-24,MOBA,"League of Legends",5.8,Fair,6.8,Never,Daily,Moderate,Average,2.43,6,6.9,4,FALSE,FALSE,70.73
GD0494,Male,PC,19-24,FPS,CS:GO,6,Fair,6.5,Often,Rarely,Moderate,"Below Average",3.43,9,6.4,5,TRUE,FALSE,95.85
GD0495,Female,Multi-platform,19-24,"Battle Royale",PUBG,3.8,Fair,6,Sometimes,Often,Low,Excellent,3.16,2,9.2,4,FALSE,FALSE,9.48
GD0496,Male,PC,13-18,MMO,"World of Warcraft",7.9,Poor,5.1,Often,Rarely,Moderate,Average,3.47,,7.8,5,FALSE,TRUE,136.26
GD0497,Male,Multi-platform,25-30,MMO,"Final Fantasy XIV",9.1,Fair,5.9,Never,Rarely,High,Failing,,8,6.4,6,TRUE,TRUE,224.46
